url | timestamp | loglevel | log
---- | ---- | ---- | ----
https://tech.guitarrapc.com/entry/2016/04/05/043723 | 2019-01-06T18:49:39 | Warning | https://tech.guitarrapc.com/entry/2016/04/05/043723 328 Mixed Content: The page at 'https://tech.guitarrapc.com/entry/2016/04/05/043723' was loaded over HTTPS, but requested an insecure image 'http://i.imgur.com/4DL1BWd.gif'. This content should also be served over HTTPS.
https://tech.guitarrapc.com/entry/2016/04/05/043723 | 2019-01-06T18:49:39 | Warning | https://tech.guitarrapc.com/entry/2016/04/05/043723 366 Mixed Content: The page at 'https://tech.guitarrapc.com/entry/2016/04/05/043723' was loaded over HTTPS, but requested an insecure image 'http://cdn-ak.f.st-hatena.com/images/fotolife/g/guitarrapc_tech/20160405/20160405034025.png'. This content should also be served over HTTPS.
https://tech.guitarrapc.com/entry/2016/04/05/043723 | 2019-01-06T18:49:39 | Severe | https://tech.guitarrapc.com/entry/2016/04/05/043723 316 Mixed Content: The page at 'https://tech.guitarrapc.com/entry/2016/04/05/043723' was loaded over HTTPS, but requested an insecure resource 'http://tech.guitarrapc.com/embed/2016/04/02/070806'. This request has been blocked; the content must be served over HTTPS.
https://tech.guitarrapc.com/entry/2016/04/05/043723 | 2019-01-06T18:49:39 | Warning | https://tech.guitarrapc.com/entry/2016/04/05/043723 406 Mixed Content: The page at 'https://tech.guitarrapc.com/entry/2016/04/05/043723' was loaded over HTTPS, but requested an insecure image 'http://cdn-ak.f.st-hatena.com/images/fotolife/g/guitarrapc_tech/20160405/20160405035038.png'. This content should also be served over HTTPS.
https://tech.guitarrapc.com/entry/2016/04/05/043723 | 2019-01-06T18:49:39 | Warning | https://tech.guitarrapc.com/entry/2016/04/05/043723 410 Mixed Content: The page at 'https://tech.guitarrapc.com/entry/2016/04/05/043723' was loaded over HTTPS, but requested an insecure image 'http://cdn-ak.f.st-hatena.com/images/fotolife/g/guitarrapc_tech/20160405/20160405035318.png'. This content should also be served over HTTPS.
https://tech.guitarrapc.com/entry/2016/04/05/043723 | 2019-01-06T18:49:39 | Warning | https://tech.guitarrapc.com/entry/2016/04/05/043723 416 Mixed Content: The page at 'https://tech.guitarrapc.com/entry/2016/04/05/043723' was loaded over HTTPS, but requested an insecure image 'http://cdn-ak.f.st-hatena.com/images/fotolife/g/guitarrapc_tech/20160405/20160405040622.png'. This content should also be served over HTTPS.
https://tech.guitarrapc.com/entry/2016/04/05/043723 | 2019-01-06T18:49:40 | Warning | https://tech.guitarrapc.com/entry/2016/04/05/043723 432 Mixed Content: The page at 'https://tech.guitarrapc.com/entry/2016/04/05/043723' was loaded over HTTPS, but requested an insecure image 'http://cdn-ak.f.st-hatena.com/images/fotolife/g/guitarrapc_tech/20160405/20160405040328.png'. This content should also be served over HTTPS.
https://tech.guitarrapc.com/entry/2016/04/05/043723 | 2019-01-06T18:49:40 | Warning | https://tech.guitarrapc.com/entry/2016/04/05/043723 442 Mixed Content: The page at 'https://tech.guitarrapc.com/entry/2016/04/05/043723' was loaded over HTTPS, but requested an insecure image 'http://cdn-ak.f.st-hatena.com/images/fotolife/g/guitarrapc_tech/20160405/20160405040443.png'. This content should also be served over HTTPS.
https://tech.guitarrapc.com/entry/2016/04/05/043723 | 2019-01-06T18:49:40 | Warning | https://tech.guitarrapc.com/entry/2016/04/05/043723 456 Mixed Content: The page at 'https://tech.guitarrapc.com/entry/2016/04/05/043723' was loaded over HTTPS, but requested an insecure image 'http://cdn-ak.f.st-hatena.com/images/fotolife/g/guitarrapc_tech/20160405/20160405040911.png'. This content should also be served over HTTPS.
